COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,45/256,V43/IV-iv-V7-i,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,97/256,V/iv-iv64-viio65-i6,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,189/256,V2/IV-IV65-V65-I,D major
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,253/256,viio6/iv-iv-viio7-i,D minor
"Beethoven, Ludwig van", ,Op34,3/202,V42/IV-IV6-V65-I,F major
"Beethoven, Ludwig van", ,Op34,17/202,V42/IV-IV6-V65-I,F major
"Beethoven, Ludwig van", ,Op34,141/202,V42/IV-IV6-V65-I,F major
"Beethoven, Ludwig van", ,Op34,155/202,V42/IV-IV6-V65-I,F major
"Beethoven, Ludwig van", ,WoO 64,41/79,V43/iv-iv-V64-i6,F minor
"Beethoven, Ludwig van", ,WoO 64,53/79,V43/IV-IV6-V65-I,F major
"Beethoven, Ludwig van", ,WoO 65,34/584,V65/IV-IV-V42-I6,D major
"Beethoven, Ludwig van", ,WoO 65,202/584,viio7/iv-IV-viio65-i,D minor
"Beethoven, Ludwig van", ,WoO 70,86/167,V/iv-iv-V7-i,G minor
"Beethoven, Ludwig van", ,WoO 70,98/167,V/iv-iv-V7-i,G minor
"Beethoven, Ludwig van", ,WoO 70,157/167,V7/IV-IV64-V7-I,G major
"Beethoven, Ludwig van", ,WoO 70,161/167,V7/IV-IV64-V7-I,G major
"Beethoven, Ludwig van", ,WoO 71,95/370,V42/iv-IV64-V-I,A major
"Beethoven, Ludwig van", ,WoO 71,97/370,V7/IV-IV64-V-I,A major
"Beethoven, Ludwig van", ,WoO 71,183/370,V42/IV-IV6-V-I64,A major
"Beethoven, Ludwig van", ,WoO 71,351/370,V42/IV-IV6-V6-I,A major
"Beethoven, Ludwig van", ,WoO 71,354/370,V42/IV-IV6-V42-I6,A major
"Beethoven, Ludwig van", ,WoO 71,356/370,V42/IV-IV6-V-I,A major
"Beethoven, Ludwig van", ,WoO 71,358/370,V7/IV-IV64-viio-I,A major
"Beethoven, Ludwig van", ,WoO 71,360/370,V7/IV-IV64-viio-I,A major
"Beethoven, Ludwig van", ,WoO 76,203/316,viio6/IV-IV-V7-I,F major
"Beethoven, Ludwig van", ,WoO 77,85/142,viio65/iv-iv-viio-i,G minor
"Beethoven, Ludwig van", ,WoO 78,101/156,V42/IV-IV6-V42-I6,C major
"Mozart, Wolfgang Amadeus", ,K353,50/183,V7/IV-IV64-V7-I,Eb major
"Mozart, Wolfgang Amadeus", ,K353,58/183,V7/IV-IV64-V7-I,Eb major
"Mozart, Wolfgang Amadeus", ,K353,177/183,V7/IV-IV64-V7-I,Eb major
"Mozart, Wolfgang Amadeus", ,K353,179/183,V7/IV-IV64-V7-I,Eb major
"Mozart, Wolfgang Amadeus", ,K455,54/343,V43/IV-IV6-viio-I,G major
"Mozart, Wolfgang Amadeus", ,K501,34/155,V65/IV-IV-V7-I,G major
"Mozart, Wolfgang Amadeus", ,K501,46/155,V7/IV-IV-V43-I6,G major
"Mozart, Wolfgang Amadeus", ,K501,124/155,V65/IV-IV-V7-I,G major
"Purcell, Henry", ,Chacony Z730,29/154,V6/iv-iv-V7-I,G minor
"Purcell, Henry", ,Chacony Z730,74/154,V6/iv-iv-V7-i,G minor
"Purcell, Henry", ,Chacony Z730,82/154,V6/iv-iv-V7-i,G minor
"Purcell, Henry", ,Chacony Z730,98/154,V6/iv-iv-V7-i,G minor
"Purcell, Henry", ,Chacony Z730,106/154,V65/iv-iv-V7-i,G minor
"Purcell, Henry", ,Chacony Z730,127/154,V6/iv-iv-V7-i,G minor
"Purcell, Henry", ,Chacony Z730,143/154,V6/iv-iv-V7-i,G minor
